"Case","Steady_State","Anode_Out_Flow","Anode_Out_H2_mole_frac","Anode_Out_N2_mole_frac","Anode_Out_H2Ovap_mole_frac","Anode_Out_H2Oliq_mole_frac","Anode_Out_RH","Anode_Out_Temperature","Anode_Out_Dew_Temperature","Anode_In_Pressure","Anode_Lambda","Cathode_Out_Flow","Cathode_Out_O2_mole_frac","Cathode_Out_N2_mole_frac","Cathode_Out_H2Ovap_mole_frac","Cathode_Out_H2Oliq_mole_frac","Cathode_Out_RH","Cathode_Out_Temperature","Cathode_Out_Dew_Temperature","Cathode_In_Pressure","Cathode_Lambda","Coolant_Out_Flow","Coolant_Out_Temperature","Coolant_In_Pressure","Membrane_Humidity","Membrane_Water_Content_Average","Hydrogen_Crossover","Oxygen_Crossover","Nitrogen_Crossover","Water_Crossover","Voltage","Voltage_Loss_Activation","Voltage_Loss_Transport","Voltage_Loss_Ohmic","Electrical_Power","Fuel_Power","Fuel_Efficiency"
771,0.0,10.2532,0.3432755,0.091144204,0.060464013,0.5051163,0.99999917,64.111046,64.111015,2.0807505,1.3026094,140.87006,0.11579062,0.73180246,0.15240692,0.0,0.6541948,75.395195,65.49682,1.9399488,2.4421117,220.3113,71.29394,2.9871902,0.56707,5.518964,0.0061314004,0.048613682,0.014951447,6.2193193,281.008,59.343773,3.9071853,66.689,98.3528,200.4799,0.50279367
772,1.0,31.381998,0.41712692,0.1120003,0.048595052,0.42227772,0.99999994,60.0754,60.07537,2.5866852,2.26884,69.25337,0.045819636,0.76272625,0.19145413,0.0,0.81264424,69.61965,64.496574,1.5182713,1.2885537,235.2141,64.419975,1.9802933,0.73764044,6.663827,0.006892695,0.054649714,0.010875008,18.285769,269.799,75.81763,5.2953777,62.083397,94.42966,200.57121,0.47092897
773,1.0,24.772533,0.53241485,0.17368868,0.06440167,0.22949481,0.99999976,53.875755,53.875725,2.038718,2.418206,104.8936,0.10185441,0.7868742,0.11127142,0.0,0.7311869,67.14098,60.45678,2.0477533,1.9439486,218.95715,62.886833,2.0461633,0.64924866,5.844216,0.0048515024,0.038465828,0.013571284,8.932703,274.92203,67.41083,3.8519762,68.51785,96.22271,200.3264,0.4805219
774,1.0,14.575707,0.4896674,0.011809559,0.052742064,0.445781,0.9999994,60.97915,60.97912,2.3381584,1.8220178,87.99182,0.08051046,0.7782981,0.14119148,0.0,0.71178645,73.312004,65.404015,2.0199373,1.6346117,230.56517,68.07119,3.1541548,0.5649123,4.838347,0.006434311,0.051015355,0.01664775,10.900466,269.27863,63.387768,4.735288,76.12181,94.24751,200.51624,0.46959448
775,1.0,15.016306,0.5256471,0.0027144325,0.06104138,0.41059712,0.9999995,62.50344,62.50341,2.327876,1.9754838,114.52053,0.10081147,0.74314153,0.156047,0.0,0.64336824,72.65972,62.576683,1.7630284,2.0358894,226.1289,67.58608,2.100279,0.6011913,4.735452,0.006462121,0.051235847,0.014079266,10.904706,271.50845,63.848186,3.4307487,74.66524,95.02796,200.51958,0.47394603
776,1.0,12.567264,0.3252344,0.16970861,0.117823996,0.387233,0.9999997,68.59887,68.59887,1.6362542,1.3226416,72.11467,0.040636577,0.70490634,0.2544571,0.0,0.6954319,78.70193,70.187706,1.4380461,1.2758495,225.20625,73.622246,1.9021301,0.5741222,4.960236,0.004255469,0.033740092,0.011040619,4.7520466,259.30014,68.42948,6.8875623,69.86359,90.75505,200.25491,0.4530682
777,1.0,12.786561,0.5067942,0.0032985846,0.091407545,0.39849964,0.99999964,65.73107,65.73107,1.8516337,1.7535785,170.97353,0.12993799,0.734741,0.13532104,0.0,0.6128518,76.26113,64.79192,2.2820394,2.970362,220.25232,72.02068,2.8295348,0.61021954,5.5274596,0.0061486927,0.048750784,0.020408958,8.743604,290.28006,53.652054,3.3156207,64.21383,101.598015,200.48198,0.50615734
778,1.0,23.122034,0.28567967,0.18980907,0.07539613,0.44911513,0.99999946,69.59933,69.5993,2.4006898,1.515628,108.10884,0.094228975,0.738117,0.16765402,0.0,0.69966483,80.682365,71.88473,2.2548745,1.918764,219.85948,74.892265,2.619346,0.57971853,4.9312267,0.006967963,0.055246487,0.018321905,10.061555,283.83545,52.59689,4.0333333,68.33538,99.34241,200.58025,0.49534148
779,1.0,27.308609,0.74909663,0.050348524,0.1404399,0.060114924,1.0000001,64.91634,64.91634,2.0807438,4.7806473,162.8995,0.1300659,0.7490277,0.12090638,0.0,0.64529496,72.64312,62.622032,2.271508,2.86789,232.29814,69.76891,2.5017638,0.8008338,7.906259,0.0072138244,0.057195835,0.022262698,10.037819,307.93945,55.532387,2.6745925,47.69451,107.77882,200.60974,0.5371834
780,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
781,1.0,21.496782,0.52020824,0.051429756,0.11541002,0.31295195,0.99999976,65.742516,65.742516,1.7867255,2.3314478,199.24219,0.13220868,0.70611703,0.16167428,0.0,0.53398013,73.424034,59.57415,1.9102892,3.3592288,225.83092,70.325035,2.1639616,0.67423993,5.397578,0.005348926,0.04240972,0.014852598,12.326932,285.35446,58.605267,2.6203537,64.014084,99.87406,200.38606,0.4986065
782,1.0,14.426412,0.4899874,0.036601998,0.067144,0.4062666,0.99999994,60.020836,60.020836,1.9038111,1.8045921,202.21785,0.14543657,0.7580578,0.09650567,0.0,0.5492445,70.215904,56.552086,2.3093917,3.5668757,224.5411,66.12423,3.0553749,0.56859356,4.5589466,0.0052947225,0.041979957,0.016822916,9.466795,274.5405,58.11885,2.7353096,78.575134,96.08917,200.37956,0.4795988
783,1.0,23.060904,0.4430532,0.025656598,0.084767,0.44652322,0.9999992,63.325157,63.325157,1.7617726,2.1002903,288.15765,0.15486817,0.7292322,0.11589965,0.0,0.48583394,71.77999,55.538994,2.415876,4.91694,234.0012,69.02108,2.8957725,0.6103047,4.8939185,0.0054006176,0.042819567,0.018100576,13.640636,282.82202,54.686657,2.5186644,71.557274,98.9877,200.39226,0.4941105
784,1.0,18.007658,0.7742624,0.043175925,0.18256164,0.0,0.9782134,75.90017,75.352165,2.4140313,3.7432573,157.8494,0.11852034,0.70890903,0.17257065,0.0,0.6352712,82.05355,71.16247,2.2888956,2.6811187,223.3309,77.9183,1.9210489,0.8087212,8.069726,0.00988708,0.07839112,0.027140945,4.7753363,319.40677,46.397667,3.1244543,42.05111,111.792366,200.93036,0.5568988
785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
786,1.0,30.785683,0.27690262,0.07722941,0.04761952,0.5982484,1.0000002,62.29931,62.29934,2.0832238,1.7087542,224.22736,0.14158136,0.7197551,0.13866352,0.0,0.53411365,70.26388,55.97802,2.0509405,3.816906,224.98065,66.72155,1.9636738,0.63418144,4.6906,0.005697449,0.045173034,0.0135158,23.168512,274.00714,60.587215,1.8291531,74.95908,95.902504,200.42786,0.47827244
787,1.0,43.926376,0.52847004,0.18998168,0.06568742,0.21586087,1.0000001,50.530785,50.530785,1.9526098,3.4457283,173.78218,0.13234662,0.7403929,0.12726043,0.0,0.56526023,62.81231,50.93502,1.6474155,3.0351498,220.6125,58.095573,2.2302463,0.68820745,6.0937347,0.004206088,0.033348564,0.008054768,9.334104,269.91577,73.382675,3.1635413,67.880516,94.47053,200.249,0.4719222
788,1.0,37.10937,0.67704177,0.09072169,0.07574237,0.15649419,1.0,60.188835,60.188835,2.6093671,4.6831746,79.42275,0.069125764,0.7855102,0.14536406,0.0,0.8439434,71.88952,67.96963,2.1313853,1.492854,223.10121,67.37353,1.8994184,0.76099116,7.458697,0.0077595506,0.0615227,0.019102203,11.639063,293.0397,63.907036,4.425854,53.502266,102.563896,200.67519,0.5114792
789,1.0,16.523636,0.5300233,0.11406874,0.093689665,0.26221836,0.99999994,69.15688,69.15688,2.5110314,1.9365435,94.32936,0.08249521,0.7497775,0.16772729,0.0,0.7382696,78.57821,71.29391,2.1684098,1.7027266,226.94672,73.95818,2.9276998,0.6638728,6.1298847,0.007932617,0.06289489,0.019794898,8.562258,293.58514,55.35232,4.301704,58.26818,102.7548,200.69595,0.5119046
790,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
791,1.0,30.05901,0.34793428,0.23171265,0.04970278,0.3706503,0.9999993,48.374046,48.374046,1.6838021,1.8556099,264.61237,0.15792951,0.7555603,0.086510204,0.0,0.46560422,58.81002,43.348717,2.0515144,4.6315584,228.91937,58.15957,2.1083727,0.64716715,5.9116673,0.0035681715,0.028290754,0.00925561,11.654611,267.0303,71.523056,2.961201,72.57859,93.46061,200.17247,0.4675927
792,1.0,10.761069,0.31148508,0.019691275,0.055105492,0.61371815,0.99999946,64.15145,64.15142,1.8228678,1.3050762,106.98254,0.09567898,0.7490872,0.15523382,0.0,0.618209,76.42422,65.134026,1.9006945,1.9197868,233.07178,70.8583,2.604554,0.4363715,4.028089,0.0050158324,0.03976874,0.014793042,6.845872,258.5985,60.34158,4.6426587,85.76744,90.50948,200.34612,0.45158622
793,1.0,28.454247,0.6476516,0.00834611,0.04955327,0.29444903,0.99999964,48.461143,48.461143,1.9756539,3.857591,215.30534,0.1552024,0.78462744,0.060170148,0.0,0.5558793,62.484306,50.379204,2.5823586,3.8754268,216.75711,57.53643,2.8560047,0.6158986,4.680786,0.004719524,0.03741942,0.016193405,14.613943,267.20197,64.43038,2.3067615,84.63074,93.52068,200.31056,0.46756878
794,1.0,9.963936,0.5614264,0.1726443,0.133493,0.13243628,0.99999946,70.91842,70.91839,2.2149675,1.5679028,147.01773,0.11685348,0.72306687,0.16007967,0.0,0.7022331,78.48464,70.22527,2.2909985,2.538956,227.70952,74.792015,2.5096617,0.76609683,7.8452516,0.007807365,0.061901804,0.021552358,3.0095387,310.41583,50.785625,3.4551315,46.40989,108.64554,200.68092,0.5413948
795,1.0,19.839796,0.37473375,0.02818702,0.03533215,0.5617471,1.0000004,48.838066,48.838066,1.6437327,1.7045761,73.59166,0.06974834,0.83984524,0.090406395,0.0,0.58687925,61.787834,50.701927,1.5984656,1.4523333,234.55153,55.67605,2.760133,0.4938335,3.6008565,0.0031462964,0.024945859,0.009137113,13.718237,221.53268,79.61773,3.7427244,108.60667,77.53644,200.12187,0.3875996
796,1.0,30.866858,0.6594426,0.0092916135,0.08009428,0.25117153,0.99999994,62.951775,62.951775,2.5044026,4.2186704,97.7001,0.07070103,0.6760397,0.25206476,0.0011945281,0.921403,68.37261,66.321465,1.4965888,1.6482522,230.5744,66.412254,2.562785,0.82657975,8.716948,0.008443356,0.066944346,0.012694454,18.829489,289.72946,72.5555,3.9125025,46.597427,101.40532,200.7572,0.50516355
797,1.0,18.448383,0.50647146,0.012134007,0.0847125,0.39668202,0.9999994,59.17907,59.17907,1.5621542,2.1146872,311.75006,0.16432238,0.7553869,0.08029072,0.0,0.4899957,69.857475,53.760735,2.7905884,5.434351,215.42377,66.642815,2.3217268,0.5810876,4.6674595,0.0048021167,0.038074266,0.020477915,11.41232,280.04718,53.923904,2.4468942,76.642235,98.01652,200.32048,0.48944345
798,1.0,20.979982,0.18123986,0.021754125,0.023808662,0.77319735,1.0000002,60.49923,60.49923,2.1007366,1.2990022,177.0991,0.13269651,0.7370626,0.13024092,0.0,0.5716765,70.86501,58.276176,1.98023,3.0792701,228.96045,66.33938,2.8344595,0.6096144,4.6913214,0.0058223517,0.046163343,0.014080863,18.86849,269.20087,62.348286,2.265255,78.06337,94.22031,200.44284,0.4696338
799,1.0,40.84871,0.5817605,0.18823104,0.18468821,0.045320228,1.0,70.44381,70.44381,2.069035,3.6562347,338.40714,0.15788409,0.71833307,0.12378282,0.0,0.52367884,74.62798,60.284203,2.7710693,5.6963964,219.93709,73.342674,1.8471711,0.8010371,8.116695,0.0071590007,0.056761157,0.023280995,11.640262,316.7187,47.281776,2.3628545,45.176876,110.85154,200.60316,0.55251086
800,1.0,23.332678,0.6677584,0.08736488,0.077131785,0.16774492,1.0,55.39788,55.39788,1.9949492,3.2941728,224.47115,0.14392103,0.72921324,0.1268657,0.0,0.52719575,64.3861,51.005974,1.880546,3.851155,225.59943,63.35589,2.9956458,0.75426596,7.4296727,0.0055788634,0.04423281,0.012107508,6.348879,289.72583,67.16083,3.0027463,55.427807,101.404045,200.41364,0.5059288
801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
803,1.0,51.298634,0.53789777,0.291914,0.07963775,0.09055047,1.0000001,60.221794,60.221794,2.7717295,3.685733,186.47073,0.13145582,0.71894485,0.14959934,0.0,0.6377425,66.98882,57.089073,1.8240949,3.1836843,218.12366,65.640434,2.6951742,0.8695578,9.7022085,0.0070981453,0.056278653,0.0063568945,10.857265,303.53656,65.878296,2.7086685,42.930416,106.23779,200.59586,0.52939504
804,1.0,21.125734,0.14041148,0.08329122,0.021400047,0.75489724,1.0,57.28344,57.28344,2.1615956,1.1851773,91.19757,0.079429485,0.75263745,0.16793306,0.0,0.7485537,68.26739,61.731773,1.5807616,1.6686345,229.17216,62.412926,3.0385334,0.68513924,6.4228435,0.005716143,0.045321252,0.010738665,16.40552,266.79172,74.198235,4.2708855,66.27256,93.3771,200.4301,0.46561092
805,1.0,17.097918,0.40702647,0.092806496,0.1413764,0.35879064,0.9999997,67.40368,67.40368,1.4648551,1.6662375,168.4355,0.12977417,0.73789984,0.13232598,0.0,0.6017702,77.38308,65.35708,2.3500755,2.9381948,226.40802,72.99151,2.5611773,0.6048426,5.0725355,0.0046160533,0.036599036,0.020607244,8.445277,286.77734,51.454365,3.0198255,66.809105,100.37207,200.29816,0.50108683
806,1.0,19.532333,0.6074251,0.0045038876,0.07312676,0.31494427,0.99999964,58.14083,58.1408,1.9349982,2.7204406,247.62231,0.15397851,0.7515246,0.09449685,0.0,0.5490663,69.19753,55.638573,2.4433675,4.320428,225.35652,65.697044,2.0950406,0.6390868,5.5105276,0.005771665,0.045761466,0.018367698,10.863043,285.49973,58.119465,2.846236,68.6057,99.924904,200.43677,0.49842376
807,1.0,20.459076,0.46391883,0.06282703,0.026557127,0.446697,0.999999,47.094414,47.094383,2.3756645,2.0356548,314.9891,0.16344142,0.7504512,0.07525871,0.0108486395,0.82582545,54.855736,51.175896,2.744749,5.4630265,229.99728,56.402122,2.5129805,0.7254675,6.585582,0.0061455267,0.04872568,0.016229408,14.295044,283.70853,67.44708,2.3849208,67.20806,99.29798,200.4816,0.4969354
808,1.0,18.865786,0.25355804,0.030920373,0.06292414,0.6525975,1.0,66.44494,66.44494,1.6551862,1.4051269,122.92426,0.10744056,0.7439784,0.14858103,0.0,0.61097664,77.56716,65.872185,2.0703795,2.1817398,220.77344,72.06576,2.9822335,0.52473426,4.0824933,0.004840745,0.038380537,0.017128635,14.153424,267.90396,56.09337,3.0331163,80.79507,93.76639,200.3251,0.4681258
809,1.0,18.693672,0.7141472,0.05841647,0.14700772,0.080428615,1.0000001,63.66015,63.66018,1.7542931,3.1644673,127.24364,0.114692986,0.7634135,0.12189354,0.0,0.6619751,72.72973,63.23043,2.2042882,2.2912383,228.8008,69.55239,2.7716558,0.76463646,7.3692794,0.0057872953,0.045885395,0.021104028,7.1880693,300.2034,57.442696,3.154085,51.523975,105.07119,200.43864,0.5237462
810,1.0,21.362944,0.4421818,0.12505846,0.12491333,0.30784643,0.99999976,63.507072,63.507072,1.5626643,1.9367425,98.79293,0.08151653,0.72049165,0.19799183,0.0,0.7206042,75.478294,67.93844,1.7097217,1.7374767,217.42102,70.8247,2.4321015,0.66094553,6.1991606,0.004277711,0.033916436,0.01366947,7.8795123,278.93243,64.238594,4.4700704,59.94511,97.62635,200.25758,0.48700687
811,1.0,10.04434,0.18686911,0.07687739,0.031967487,0.704286,1.0,62.854515,62.854515,2.2179089,1.1393234,237.09016,0.14500016,0.7229239,0.13207598,0.0,0.45336476,71.15707,53.47854,2.012771,4.0384135,221.39685,68.86562,2.2731864,0.53564996,4.9180493,0.0062160958,0.0492852,0.013152048,7.1842127,276.30267,59.629555,3.2510078,72.71021,96.70593,200.49007,0.48157048
812,1.0,12.431114,0.24287689,0.00622917,0.055456664,0.69543725,0.99999946,70.40255,70.40255,1.8392092,1.2546712,178.04533,0.122196294,0.69110227,0.18670145,0.0,0.54777724,79.62798,65.05691,1.9312407,2.969239,221.44864,75.13717,3.0736814,0.54474485,4.674397,0.0059491363,0.04716857,0.016404467,8.444006,280.5221,54.14786,3.3583248,69.80294,98.18273,200.45805,0.48948702
813,1.0,21.527124,0.34011504,0.13311812,0.08244936,0.4443175,0.99999964,72.19912,72.19912,2.4833815,1.6124915,148.26591,0.11007535,0.6910579,0.19886672,0.0,0.69415355,80.78307,71.8164,2.1036973,2.4840977,220.52814,75.90322,2.4912775,0.7435605,6.8584847,0.008832465,0.07002945,0.018876236,12.098422,303.83676,51.965904,3.2614639,49.959476,106.342865,200.80388,0.52954906
814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
815,1.0,5.185817,0.7837941,0.089889206,0.12631668,0.0,0.65831465,72.250114,62.660027,1.9017562,1.759549,193.002,0.13222654,0.7136181,0.15415533,0.0,0.4110255,78.24972,57.85647,1.8557212,3.2789657,229.40985,75.32989,2.8037765,0.6105326,4.3239255,0.0055986373,0.04438959,0.014451215,-0.16717891,281.24643,52.933334,2.9922526,73.06466,98.43625,200.41602,0.49121213
816,1.0,34.315563,0.5083284,0.02338554,0.050225582,0.41806048,0.99999917,56.27642,56.27639,2.2518034,2.9536932,208.80629,0.14314614,0.7414163,0.11226635,0.0031712248,0.9041808,61.51098,59.507683,2.384548,3.6262417,229.74615,61.44555,2.164186,0.674882,5.4096684,0.0062905946,0.049875874,0.017056115,22.513105,280.14316,62.1565,1.8008004,73.4639,98.05011,200.49901,0.48913592
817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
819,1.0,39.05156,0.46621975,0.26924622,0.14049344,0.12404059,1.0000001,73.39236,73.39236,2.6125484,2.6556206,138.42754,0.09646842,0.6531801,0.2503515,0.0,0.64947665,78.22314,67.97262,1.6309884,2.2421978,232.86765,74.65023,3.1737933,0.806169,7.857397,0.0073052295,0.057920553,0.006157679,10.079017,301.0184,59.775524,3.3052506,44.72626,105.356445,200.6207,0.5251563
820,1.0,12.965931,0.60322297,0.035032067,0.26133838,0.10040662,1.0000004,72.763176,72.763176,1.3800515,2.0319316,224.72543,0.13546821,0.6938787,0.1706531,0.0,0.43094638,77.66076,58.484123,1.9630637,3.7357798,221.54182,75.47735,2.7583783,0.671506,5.4513087,0.004584474,0.036348652,0.01729992,6.589329,291.25244,52.634537,2.8442173,60.316685,101.938354,200.29437,0.5089861
821,1.0,40.418034,0.66858643,0.1726379,0.094317496,0.06445817,1.0000001,62.1267,62.1267,2.6121342,4.554879,186.96133,0.13768108,0.7446991,0.117619835,0.0,0.7035878,70.5465,62.335594,2.3660262,3.2628174,219.78572,68.00164,2.5039566,0.8559215,9.361845,0.008402109,0.06661732,0.018352635,8.607273,313.3023,56.913166,2.7623672,42.94001,109.6558,200.75226,0.5459946
822,1.0,25.648108,0.41287115,0.092145205,0.105344824,0.3896388,0.9999993,60.76519,60.76519,1.461127,2.0008895,262.95572,0.15450549,0.7427415,0.102752976,0.0,0.54448414,70.533195,56.72277,2.4773047,4.551588,221.20876,67.760704,3.1348982,0.6486511,5.4646463,0.0043894565,0.03480243,0.01829512,16.353773,285.06232,56.062214,2.3837748,67.30674,99.771805,200.27098,0.4972961
823,1.0,16.108942,0.7678892,0.020800238,0.14700483,0.064305715,1.0000002,62.961327,62.961327,1.697553,3.5132537,296.55807,0.15711536,0.73390186,0.1089828,0.0,0.4379136,67.83654,50.319725,2.290415,5.0770006,215.74408,68.170616,2.1298218,0.7781174,7.4147067,0.0058611427,0.046470903,0.01947907,5.3280253,302.43475,57.117218,2.6117535,51.465527,105.85216,200.4475,0.52823037
824,1.0,17.012186,0.49513525,0.014329283,0.096715264,0.3938202,0.99999976,72.597466,72.597435,2.3586607,1.9537405,260.52856,0.14776364,0.7172465,0.13498986,0.0,0.5295488,79.6874,64.34414,2.5883503,4.400367,217.17316,75.625084,2.3865151,0.6261587,4.793731,0.008298815,0.06579834,0.024128413,13.219861,297.51224,45.316036,2.4193382,66.65297,104.12929,200.73987,0.5187465
825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
827,1.0,15.089604,0.78918654,0.022579785,0.18823369,0.0,0.8696319,74.37759,71.2969,1.9636879,3.4891415,166.35129,0.11650782,0.6848957,0.1985965,0.0,0.47450474,80.18984,62.445946,1.7328228,2.7629437,229.55457,76.82537,2.0883543,0.66824234,5.4026856,0.006553288,0.05195868,0.016002141,5.6806207,292.59158,53.995907,3.1207361,59.321613,102.40705,200.53052,0.5109923
828,1.0,15.050761,0.44656098,0.07786761,0.09894748,0.37662393,0.99999964,63.28945,63.28942,1.6370595,1.6617513,116.53276,0.10330368,0.746729,0.14996731,0.0,0.6305012,74.33361,63.6903,1.890466,2.0788872,221.25885,70.07769,2.1785514,0.5974585,5.0836782,0.004584064,0.0363454,0.015027941,9.49122,275.06183,61.036823,3.626032,70.01508,96.27164,200.29433,0.4799166
829,0.0,15.106291,0.39199317,0.043598734,0.05080269,0.5136054,1.0000002,54.579765,54.579765,1.6457951,1.6050149,177.22966,0.13324903,0.73985726,0.1268937,0.0,0.5234969,66.243706,52.328117,1.7026023,3.082289,222.84369,63.90615,2.913496,0.61390966,5.077834,0.004110934,0.032594126,0.010485884,11.77613,264.48538,69.568985,2.8879318,75.76833,92.569885,200.23758,0.47881964
830,1.0,29.861698,0.16777673,0.1705911,0.047814753,0.6138174,1.0000004,58.527092,58.527122,1.732123,1.3326794,208.17459,0.15095365,0.7743556,0.07469077,0.0,0.4714197,70.49212,53.59606,2.509981,3.7206023,231.94052,65.59524,2.7602346,0.45220563,3.3719997,0.0042803846,0.03393764,0.015624212,14.148967,247.52977,56.864628,1.6883575,103.18559,86.63542,200.2579,0.4328827
831,1.0,29.433693,0.54365075,0.09485011,0.05695331,0.30454582,0.9999997,56.24453,56.24453,2.3228176,2.825368,75.11346,0.06341443,0.79390633,0.14267923,0.0,0.78349334,66.807945,61.496513,1.7118192,1.4272658,215.99258,61.484062,3.0508466,0.7470308,6.717415,0.00602728,0.047788143,0.012962821,16.649391,276.0452,73.763504,4.1613383,61.20695,96.615814,200.46742,0.48204193
832,1.0,24.980726,0.6928672,0.028113797,0.11548631,0.16353266,1.0,69.105125,69.105125,2.4559817,3.8583736,285.9845,0.15235476,0.720575,0.1270703,0.0,0.6072331,75.428246,63.85726,2.734192,4.832732,218.09804,72.5519,2.1531386,0.7589134,7.274485,0.009317715,0.07387683,0.026457231,14.870455,313.85358,48.20104,2.3976915,50.016483,109.848755,200.86208,0.54666007
833,1.0,18.890297,0.49509797,0.02124799,0.13728802,0.34636605,0.9999997,66.87008,66.87008,1.5113933,2.09594,185.97498,0.13077536,0.7163346,0.15289007,0.0,0.58813417,76.698814,64.25457,2.1349106,3.1722238,217.04393,72.42855,2.5450714,0.65177566,5.403367,0.004924367,0.039043546,0.018975932,9.872727,288.7196,54.01844,2.915565,63.24153,101.05186,200.33514,0.504425
834,1.0,33.342045,0.5351478,0.16284984,0.19752167,0.104480684,1.0,68.93218,68.93218,1.6866404,2.856203,164.41095,0.11816562,0.6950007,0.18683365,0.0,0.61023337,76.030266,64.49294,1.8535361,2.7604225,220.44164,72.70797,2.8426375,0.7850707,7.477947,0.0051099723,0.04051514,0.014902409,9.357465,299.8601,57.598377,2.909891,47.864067,104.95104,200.3574,0.5238741
835,1.0,24.297915,0.5873187,0.1471524,0.099710375,0.16581853,1.0,59.947502,59.947502,1.8792359,2.6674051,110.93464,0.10243241,0.763923,0.13364458,0.0,0.6906829,70.646324,62.06698,1.9183099,2.0121212,222.63239,67.274376,1.9797746,0.71393657,6.4599075,0.005074932,0.04023732,0.014594663,8.889446,286.1272,63.917217,3.416249,59.04287,100.144516,200.3532,0.49991226
836,1.0,27.29237,0.469567,0.18431593,0.13724524,0.20887183,0.9999997,67.16616,67.16613,1.8467883,2.2530572,111.241714,0.09961355,0.74983007,0.1505564,0.0,0.7142949,77.137474,69.42046,2.2497911,1.9932008,216.67511,72.653435,2.7147129,0.7038408,6.2774205,0.0054735164,0.043397553,0.019941995,9.578131,295.30533,54.516636,3.394852,56.02752,103.356865,200.401,0.51595944
837,1.0,28.536465,0.6221182,0.008864908,0.110143974,0.25887296,1.0,58.502525,58.502525,1.6285625,3.6318343,126.40896,0.114252776,0.7637425,0.1220047,0.0,0.74319434,71.00808,63.959038,2.2607155,2.278204,218.00371,65.98577,2.6111763,0.710046,6.4159465,0.0050699855,0.040198103,0.02025144,15.415501,290.25583,60.089905,3.0129201,59.272915,101.58954,200.3526,0.5074491
838,1.0,23.753387,0.49611816,0.061863016,0.09064697,0.35137185,0.99999964,61.332237,61.332237,1.7662218,2.2827382,115.05208,0.106347255,0.7661238,0.12752895,0.0,0.8008775,71.25732,65.929344,2.3115447,2.08644,230.24834,66.737236,2.0415127,0.70297194,6.668734,0.005417645,0.042954568,0.019894782,15.97701,290.39252,59.83509,3.6605022,58.52993,101.637375,200.3943,0.50701565
